Dolnoœl¹skie;D ; ;;|
Dolnoœl¹skie;Jelenia Góra ;D ;;J
Dolnoœl¹skie;Legnica ;D;;L
Dolnoœl¹skie;Wa³brzych ;D ;;B
Dolnoœl¹skie;Wroc³aw ;D ;;W
Dolnoœl¹skie;Boles³awiecki ;D ;;BL
Dolnoœl¹skie;Dzier¿oniowski ;D ;;DZ
Dolnoœl¹skie;G³ogowski ;D ;;GL
Dolnoœl¹skie;Górowski ;D ;;GR
Dolnoœl¹skie;Jaworski ;D ;;JA
Dolnoœl¹skie;Jeleniogórski ;D ;;JE
Dolnoœl¹skie;Kamiennogórski ;D ;;KA
Dolnoœl¹skie;K³odzki ;D ;;KL
Dolnoœl¹skie;Legnicki ;D ;;LE
Dolnoœl¹skie;Lubañski ;D ;;LB
Dolnoœl¹skie;Lubiñski ;D ;;LU
Dolnoœl¹skie;Lwówecki ;D ;;LW
Dolnoœl¹skie;Milicki ;D ;;MI
Dolnoœl¹skie;Oleœnicki ;D ;;OL
Dolnoœl¹skie;O³awski ;D ;;OA
Dolnoœl¹skie;Polkowicki ;D ;;PL
Dolnoœl¹skie;Strzeliñski ;D ;;ST
Dolnoœl¹skie;Œredzki ;D ;;SR
Dolnoœl¹skie;Œwidnicki ;D ;;SW
Dolnoœl¹skie;Trzebnicki ;D ;;TR
Dolnoœl¹skie;Wa³brzyski ;D ;;BA
Dolnoœl¹skie;Wo³owski ;D ;;WL
Dolnoœl¹skie;Wroc³awski ;D ;;WR
Dolnoœl¹skie;Z¹bkowicki ;D ;;ZA
Dolnoœl¹skie;Zgorzelecki ;D ;;ZG
Dolnoœl¹skie;Z³otoryjski ;D ;;ZL
Kujawsko-pomorskie;C ; ;;| 
Kujawsko-pomorskie;Bydgoszcz ;C ;;B
Kujawsko-pomorskie;Grudzi¹dz ;C ;;G
Kujawsko-pomorskie;Toruñ ;C ;;T
Kujawsko-pomorskie;W³oc³awek ;C ;;W
Kujawsko-pomorskie;Aleksandrowski ;C ;;AL
Kujawsko-pomorskie;Brodnicki ;C ;;BR
Kujawsko-pomorskie;Bydgoski ;C ;;BY
Kujawsko-pomorskie;Che³miñski ;C ;;CH
Kujawsko-pomorskie;Golubsko-dobrzyñski ;C ;;GD
Kujawsko-pomorskie;Grudzi¹dzki ;C ;;GR
Kujawsko-pomorskie;Inowroc³awski ;C ;;IN
Kujawsko-pomorskie;Lipnowski ;C ;;LI
Kujawsko-pomorskie;Mogileñski ;C ;;MG
Kujawsko-pomorskie;Nakielski ;C ;;NA
Kujawsko-pomorskie;Radziejowski ;C ;;RA
Kujawsko-pomorskie;Rypiñski ;C ;;RY
Kujawsko-pomorskie;Sêpoleñski ;C ;;SE
Kujawsko-pomorskie;Œwiecki ;C ;;SW
Kujawsko-pomorskie;Toruñski ;C ;;TR
Kujawsko-pomorskie;Tucholski ;C ;;TU
Kujawsko-pomorskie;W¹brzeski ;C ;;WA
Kujawsko-pomorskie;W³oc³awski ;C ;;WL
Kujawsko-pomorskie;¯niñski ;C ;;ZN
Lubelskie;L ; ;;| 
Lubelskie;Bia³a Podlaska ;L ;;B
Lubelskie;Che³m ;L ;;C
Lubelskie;Lublin ;L ;;U
Lubelskie;Zamoœæ ;L ;;Z
Lubelskie;Bialski ;L ;;BI
Lubelskie;Bi³gorajski ;L ;;BL
Lubelskie;Che³mski ;L ;;CH
Lubelskie;Hrubieszowski ;L ;;HR
Lubelskie;Janowski ;L ;;JA
Lubelskie;Krasnostawski ;L ;;KS
Lubelskie;Kraœnicki ;L ;;KR
Lubelskie;Lubartowski ;L ;;LB
Lubelskie;Lubelski ;L ;;UB
Lubelskie;£êczyñski ;L ;;LE
Lubelskie;£ukowski ;L ;;LU
Lubelskie;Opolski ;L ;;OP
Lubelskie;Parczewski ;L ;;PA
Lubelskie;Pu³awski ;L ;;PU
Lubelskie;Radzyñski ;L ;;RA
Lubelskie;Rycki ;L ;;RY
Lubelskie;Œwidnicki ;L ;;SW
Lubelskie;Tomaszowski ;L ;;TM
Lubelskie;W³odawski ;L ;;WL
Lubelskie;Zamojski ;L ;;ZA
Lubuskie;F ; ;;| 
Lubuskie;Gorzów Wielkopolski ;F ;;G
Lubuskie;Zielona Góra ;F ;;Z
Lubuskie;Gorzowski ;F ;;GW
Lubuskie;Kroœnieñski ;F ;;KR
Lubuskie;Miêdzyrzecki ;F ;;MI
Lubuskie;Nowosolski ;F ;;NW
Lubuskie;S³ubicki ;F ;;SL
Lubuskie;Strzelecko-drezdenecki ;F ;;SD
Lubuskie;Sulêciñski ;F ;;SU
Lubuskie;Œwiebodziñski ;F ;;SW
Lubuskie;Wschowski ;F ;;WS
Lubuskie;Zielonogórski ;F ;;ZI
Lubuskie;¯agañski ;F ;;ZG
Lubuskie;¯arski ;F ;;ZA
£ódzkie;E ; ;;| 
£ódzkie;£ódŸ ;E ;;L
£ódzkie;Piotrków Trybunalski ;E ;;P
£ódzkie;Skierniewice ;E ;;S
£ódzkie;Brzeziñski ;E ;;BR
£ódzkie;Be³chatowski ;E ;;BE
£ódzkie;Kutnowski ;E ;;KU
£ódzkie;£aski ;E ;;LA
£ódzkie;£êczycki ;E ;;LE
£ódzkie;£owicki ;E ;;LC
£ódzkie;£ódzki wschodni ;E ;;LW
£ódzkie;Opoczyñski ;E ;;OP
£ódzkie;Pabianicki ;E ;;PA
£ódzkie;Pajêczañski ;E ;;PJ
£ódzkie;Piotrkowski ;E ;;PI
£ódzkie;Poddêbicki ;E ;;PD
£ódzkie;Radomszczañski ;E ;;RA
£ódzkie;Rawski ;E ;;RW
£ódzkie;Sieradzki ;E ;;SI
£ódzkie;Skierniewicki ;E ;;SK
£ódzkie;Tomaszowski ;E ;;TM
£ódzkie;Wieluñski ;E ;;WI
£ódzkie;Wieruszowski ;E ;;WE
£ódzkie;Zduñskowolski ;E ;;ZD
£ódzkie;Zgierski ;E ;;ZG
Ma³opolskie;K ; ;;| 
Ma³opolskie;Kraków ;K ;;R
Ma³opolskie;Nowy S¹cz ;K ;;N
Ma³opolskie;Tarnów ;K ;;T
Ma³opolskie;Bocheñski ;K ;;BC
Ma³opolskie;Brzeski ;K ;;BR
Ma³opolskie;Chrzanowski ;K ;;CH
Ma³opolskie;D¹browski ;K ;;DA
Ma³opolskie;Gorlicki ;K ;;GR
Ma³opolskie;Krakowski ;K ;;RA
Ma³opolskie;Limanowski ;K ;;LI
Ma³opolskie;Miechowski ;K ;;MI
Ma³opolskie;Myœlenicki ;K ;;MY
Ma³opolskie;Nowos¹decki ;K ;;NS
Ma³opolskie;Nowotarski ;K ;;NT
Ma³opolskie;Olkuski ;K ;;OL
Ma³opolskie;Oœwiêcimski ;K ;;OS
Ma³opolskie;Proszowicki ;K ;;PR
Ma³opolskie;Suski ;K ;;SU
Ma³opolskie;Tarnowski ;K ;;TA
Ma³opolskie;Tatrzañski ;K ;;TT
Ma³opolskie;Wadowicki ;K ;;WA
Ma³opolskie;Wielicki ;K ;;WI
Mazowieckie;W ; ;;| 
Mazowieckie;Ostro³êka ;W ;;O
Mazowieckie;P³ock ;W ;;P
Mazowieckie;Radom ;W ;;R
Mazowieckie;Siedlce ;W ;;S
Mazowieckie;Bia³obrzeski ;W ;;BR
Mazowieckie;Ciechanowski ;W ;;CI
Mazowieckie;Garwoliñski ;W ;;G
Mazowieckie;Gostyniñski ;W ;;GS
Mazowieckie;Grodziski ;W ;;GM
Mazowieckie;Grójecki ;W ;;GR
Mazowieckie;Kozienicki ;W ;;KZ
Mazowieckie;Legionowski ;W ;;L
Mazowieckie;Lipski ;W ;;LI
Mazowieckie;£osicki ;W ;;LS
Mazowieckie;Makowski ;W ;;MA
Mazowieckie;Miñski ;W ;;M
Mazowieckie;M³awski ;W ;;ML
Mazowieckie;Nowodworski ;W ;;ND
Mazowieckie;Ostro³êcki ;W ;;OS
Mazowieckie;Ostrowski ;W ;;OR
Mazowieckie;Otwocki ;W ;;OT
Mazowieckie;Piaseczyñski ;W ;;PI
Mazowieckie;P³ocki ;W ;;PL
Mazowieckie;P³oñski ;W ;;PN
Mazowieckie;Pruszkowski ;W ;;PR
Mazowieckie;Przasnyski ;W ;;PZ
Mazowieckie;Przysuski ;W ;;PY
Mazowieckie;Pu³tuski ;W ;;PU
Mazowieckie;Radomski ;W ;;RA
Mazowieckie;Siedlecki ;W ;;SI
Mazowieckie;Sierpecki ;W ;;SE
Mazowieckie;Sochaczewski ;W ;;SC
Mazowieckie;Soko³owski ;W ;;SK
Mazowieckie;Szyd³owiecki ;W ;;SZ
Mazowieckie;Warszawski ;W ;; A, B, D, E, F, H, I, J, K, N, T, U,W, X, Y
Mazowieckie;Warszawski zachodni ;W ;;Z
Mazowieckie;Wêgrowski ;W ;;WE
Mazowieckie;Wo³omiñski ;W ;;WL
Mazowieckie;Wyszkowski ;W ;;WY
Mazowieckie;Zwoleñski ;W ;;ZW
Mazowieckie;¯uromiñski ;W ;;ZU
Mazowieckie;¯yrardowski ;W ;;ZY
Opolskie;O ; ;;| 
Opolskie;Opole ;O ;;P
Opolskie;Brzeski ;O ;;B
Opolskie;G³ubczycki ;O ;;GL
Opolskie;Kêdzierzyñsko-kozielski ;O ;;K
Opolskie;Kluczborski ;O ;;KL
Opolskie;Krapkowicki ;O ;;KR
Opolskie;Namys³owski ;O ;;NA
Opolskie;Nyski ;O ;;NY
Opolskie;Oleski ;O ;;OL
Opolskie;Opolski ;O ;;PO
Opolskie;Prudnicki ;O ;;PR
Opolskie;Strzelecki ;O ;;ST
Podkarpackie;R ; ;;| 
Podkarpackie;Krosno ;R ;;K
Podkarpackie;Przemyœl ;R ;;P
Podkarpackie;Rzeszów ;R ;;Z
Podkarpackie;Tarnobrzeg ;R ;;T
Podkarpackie;Bieszczadzki ;R ;;BI
Podkarpackie;Brzozowski ;R ;;BR
Podkarpackie;Dêbicki ;R ;;DE
Podkarpackie;Jaros³awski ;R ;;JA
Podkarpackie;Jasielski ;R ;;JS
Podkarpackie;Kolbuszowski ;R ;;KL
Podkarpackie;Kroœnieñski ;R ;;KR
Podkarpackie;Leski ;R ;;LS
Podkarpackie;Le¿ajski ;R ;;LE
Podkarpackie;Lubaczowski ;R ;;LU
Podkarpackie;£añcucki ;R ;;LA
Podkarpackie;Mielecki ;R ;;MI
Podkarpackie;Ni¿añski ;R ;;NI
Podkarpackie;Przemyski ;R ;;PR
Podkarpackie;Przeworski ;R ;;PZ
Podkarpackie;Ropczycko-sêdziszowski ;R ;;RS
Podkarpackie;Rzeszowski ;R ;;ZE
Podkarpackie;Sanocki ;R ;;SA
Podkarpackie;Stalowowolski ;R ;;ST
Podkarpackie;Strzy¿owski ;R ;;SR
Podkarpackie;Tarnobrzeski ;R ;;TA
Podlaskie;B ; ;;| 
Podlaskie;Bia³ystok ;B ;;I
Podlaskie;£om¿a ;B ;;L
Podlaskie;Suwa³ki ;B ;;S
Podlaskie;Augustowski ;B ;;AU
Podlaskie;Bia³ostocki ;B ;;IA
Podlaskie;Bielski ;B ;;BI
Podlaskie;Grajewski ;B ;;GR
Podlaskie;Hajnowski ;B ;;HA
Podlaskie;Kolneñski ;B ;;KL
Podlaskie;£om¿yñski ;B ;;LM
Podlaskie;Moniecki ;B ;;MN
Podlaskie;Sejneñski ;B ;;SE
Podlaskie;Siemiatycki ;B ;;SI
Podlaskie;Sokólski ;B ;;SK
Podlaskie;Suwalski ;B ;;SU
Podlaskie;Wysokomazowiecki ;B ;;WM
Podlaskie;Zambrowski ;B ;;ZA
Pomorskie;G ; ;;| 
Pomorskie;Gdañsk ;G ;;D
Pomorskie;Gdynia ;G ;;A
Pomorskie;S³upsk ;G ;;S
Pomorskie;Sopot ;G ;;SP
Pomorskie;Bytowski ;G ;;BY
Pomorskie;Chojnicki ;G ;;CH
Pomorskie;Cz³uchowski ;G ;;CZ
Pomorskie;Gdañski ;G ;;DA
Pomorskie;Kartuski ;G ;;KA
Pomorskie;Koœcierski ;G ;;KS
Pomorskie;Kwidzyñski ;G ;;KW
Pomorskie;Lêborski ;G ;;LE
Pomorskie;Malborski ;G ;;MB
Pomorskie;Nowodworski ;G ;;ND
Pomorskie;Pucki ;G ;;PU
Pomorskie;S³upski ;G ;;SL
Pomorskie;Starogardzki ;G ;;ST
Pomorskie;Sztumski ;G ;;SZ
Pomorskie;Tczewski ;G ;;TC
Pomorskie;Wejherowski ;G ;;WE
Œl¹skie;S ; ;;| 
Œl¹skie;Bielsko-Bia³a ;S ;;B
Œl¹skie;Bytom ;S ;;Y
Œl¹skie;Chorzów ;S ;;H
Œl¹skie;Czêstochowa ;S ;;C
Œl¹skie;D¹browa Górnicza ;S ;;D
Œl¹skie;Gliwice ;S ;;G
Œl¹skie;Jastrzêbie-Zdrój ;S ;;JZ
Œl¹skie;Jaworzno ;S ;;J
Œl¹skie;Katowice ;S ;;K
Œl¹skie;Mys³owice ;S ;;M
Œl¹skie;Piekary Œl¹skie ;S ;;PI
Œl¹skie;Ruda Œl¹ska ;S ;;RS, L
Œl¹skie;Rybnik ;S ;;R
Œl¹skie;Siemianowice Œl¹skie ;S ;;I
Œl¹skie;Sosnowiec ;S ;;O
Œl¹skie;Œwiêtoch³owice ;S ;;W
Œl¹skie;Tychy ;S ;;T
Œl¹skie;Zabrze ;S ;;Z
Œl¹skie;¯ory ;S ;;ZO
Œl¹skie;Bêdziñski ;S ;;BE
Œl¹skie;Bielski ;S ;;BI
Œl¹skie;Cieszyñski ;S ;;CI
Œl¹skie;Czêstochowski ;S ;;CZ
Œl¹skie;Gliwicki ;S ;;GL
Œl¹skie;K³obucki ;S ;;KL
Œl¹skie;Lubliniecki ;S ;;LU
Œl¹skie;Miko³owski ;S ;;MI
Œl¹skie;Myszkowski ;S ;;MY
Œl¹skie;Pszczyñski ;S ;;PS
Œl¹skie;Raciborski ;S ;;RC
Œl¹skie;Rybnicki ;S ;;RB
Œl¹skie;Tarnogórski ;S ;;TA
Œl¹skie;Bieruñsko - lêdziñski ;S ;;BL
Œl¹skie;Wodzis³awski ;S ;;WD
Œl¹skie;Zawierciañski ;S ;;ZA
Œl¹skie;¯ywiecki ;S ;;ZY
Œwiêtokrzyskie;T ; ;;| 
Œwiêtokrzyskie;Kielce ;T ;;K
Œwiêtokrzyskie;Buski ;T ;;BU
Œwiêtokrzyskie;Jêdrzejowski ;T ;;JE
Œwiêtokrzyskie;Kazimierski ;T ;;KA
Œwiêtokrzyskie;Kielecki ;T ;;KI
Œwiêtokrzyskie;Konecki ;T ;;KN
Œwiêtokrzyskie;Opatowski ;T ;;OP
Œwiêtokrzyskie;Ostrowiecki ;T ;;OS
Œwiêtokrzyskie;Piñczowski ;T ;;PI
Œwiêtokrzyskie;Sandomierski ;T ;;SA
Œwiêtokrzyskie;Skar¿yski ;T ;;SK
Œwiêtokrzyskie;Starachowicki ;T ;;ST
Œwiêtokrzyskie;Staszowski ;T ;;SZ
Œwiêtokrzyskie;W³oszczowski ;T ;;LW
Warmiñsko-mazurskie;N ; ;;| 
Warmiñsko-mazurskie;Elbl¹g ;N ;;E
Warmiñsko-mazurskie;Olsztyn ;N ;;O
Warmiñsko-mazurskie;Bartoszycki ;N ;;BA
Warmiñsko-mazurskie;Braniewski ;N ;;BR
Warmiñsko-mazurskie;Dzia³dowski ;N ;;DZ
Warmiñsko-mazurskie;Elbl¹ski ;N ;;EB
Warmiñsko-mazurskie;E³cki ;N ;;EL
Warmiñsko-mazurskie;Gi¿ycki ;N ;;GI
Warmiñsko-mazurskie;I³awski ;N ;;IL
Warmiñsko-mazurskie;Kêtrzyñski ;N ;;KE
Warmiñsko-mazurskie;Lidzbarski ;N ;;LI
Warmiñsko-mazurskie;Mr¹gowski ;N ;;MR
Warmiñsko-mazurskie;Nidzicki ;N ;;NI
Warmiñsko-mazurskie;Nowomiejski ;N ;;NM
Warmiñsko-mazurskie;Olecki ;N ;;OE
Warmiñsko-mazurskie;Go³dapski ;N ;;GO
Warmiñsko-mazurskie;Olsztyñski ;N ;;OL
Warmiñsko-mazurskie;Ostródzki ;N ;;OS
Warmiñsko-mazurskie;Piski ;N ;;PI
Warmiñsko-mazurskie;Szczycieñski ;N ;;SZ
Warmiñsko-mazurskie;Wêgorzewski ;N ;;WE
Wielkopolskie;P ; ;;| 
Wielkopolskie;Kalisz ;P ;;K
Wielkopolskie;Konin ;P ;;KO,N
Wielkopolskie;Leszno ;P ;;L
Wielkopolskie;Poznañ ;P ;;O
Wielkopolskie;Chodzieski ;P ;;CH
Wielkopolskie;Czarnkowsko-trzcianecki ;P ;;CT
Wielkopolskie;GnieŸnieñski ;P ;;GN
Wielkopolskie;Gostyñski ;P ;;GS
Wielkopolskie;Grodziski ;P ;;GO
Wielkopolskie;Jarociñski ;P ;;JA
Wielkopolskie;Kaliski ;P ;;KA
